CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
349,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
350,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
351,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
352,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
353,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
354,0.66666667,0.64285714,0.0,0.0,0.0,1.0,0.0,0.4,10.0
355,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
356,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
357,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
358,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
359,1.0,1.0,0.05084746,0.0,1.0,1.0,0.00015048,1.0,9.33333333
360,0.5,0,0.45454545,0.25,0.0,0.0,0.0005008,0.33333333,0.6
361,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
362,1.0,1.0,0.02702703,0.0,1.0,1.0,8.921e-05,1.0,18.0
363,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
364,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
365,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
366,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
367,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
368,0.91666667,0.92957746,0.22352941,0.0,0.88888889,1.0,0.0008475,0.625,1.73684211
369,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
370,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
371,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
372,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
373,0.80555556,0.96,0.17142857,0.11111111,0.88888889,0.88888889,0.00053526,0.125,2.41666667
374,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
376,0.71428571,0.77777778,0.14285714,0.0,0.28571429,1.0,0.00028652,0.5,3.0
377,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
378,0.93333333,0.92307692,0.06666667,0.0,0.0,1.0,0.00013365,0.8,7.0
379,0.64285714,0.64285714,0.35714286,0.125,0.25,1.0,0.00100321,0.42857143,0.9
380,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
381,0.80952381,0.82608696,0.0,0.0,0.42857143,1.0,0.0,0.66666667,17.0
382,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
383,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
384,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
385,1.0,1.0,0.16,0.0,1.0,1.0,0.00045843,1.0,2.625
386,0.9047619,0.90697674,0.07317073,0.0,0.57142857,1.0,0.00017191,0.66666667,6.33333333
387,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
388,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
389,1.0,1.0,0.25,0.0,0.0,1.0,0.00040064,1.0,1.5
390,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
391,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
392,1.0,0,0.66666667,0.5,0.0,0.0,0.00080064,1.0,0.25
393,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
394,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
395,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
396,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
397,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
398,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
399,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00026731,1.0,3.75
400,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
401,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
402,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
403,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
404,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
405,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
406,0.5,0.62790698,0.06666667,0.0,0.125,1.0,0.00010032,0.28571429,7.0
407,0.55555556,0.78947368,0.02439024,0.0,0.11111111,1.0,4.461e-05,0.5,20.0
408,0.76190476,0.76190476,0.0,0.0,0.42857143,1.0,0.0,0.5,16.0
409,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
410,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
411,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
412,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
413,0.53333333,0.52941176,0.0,0.0,0.0,1.0,0.0,0.4,8.0
414,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
415,1.0,1.0,0.5,0.0,0.0,1.0,0.00080096,1.0,0.5
416,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
417,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
418,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
419,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
420,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
421,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
422,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
423,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
424,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
425,1.0,1.0,0.01369863,0.0,1.0,1.0,4.461e-05,1.0,36.0
426,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
427,0.57142857,0.72727273,0.0,0.0,0.14285714,1.0,0.0,0.5,12.0
428,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
429,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
430,1.0,0,0.77777778,1.0,0.0,0.0,0.00140112,1.0,0.14285714
431,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
432,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
433,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
434,1.0,1.0,0.25925926,0.0,0.0,1.0,0.00056112,1.0,1.42857143
435,0.47435897,0.83870968,0.12941176,0.0,0.53846154,1.0,0.00034023,0.16666667,3.36363636
436,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
437,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0
438,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
439,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
440,0.8,0.72972973,0.0,0.0,0.0,1.0,0.0,0.6,12.0
441,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
442,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
443,0.78571429,0.82857143,0.0,0.0,0.375,1.0,0.0,0.57142857,22.0
444,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,120.0
445,0.6,0.54545455,0.35714286,0.16666667,0.0,1.0,0.00066827,0.4,0.9
446,1.0,1.0,0.06666667,0.0,1.0,1.0,0.00017191,1.0,7.0
447,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
448,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
449,1.0,1.0,0.5,0.0,0.0,1.0,0.00080096,1.0,0.5
450,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
451,1.0,0,0.75,1.0,0.0,0.0,0.00120096,1.0,0.16666667
452,0.75,0.77319588,0.0,0.0,0.375,1.0,0.0,0.57142857,21.0
453,1.0,0,0.75,1.0,0.0,0.0,0.00120096,1.0,0.16666667
454,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
455,0.86666667,0.86666667,0.07142857,0.0,0.0,1.0,0.00013365,0.6,6.5
456,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
457,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
458,1.0,1.0,0.06666667,0.0,1.0,1.0,0.00017191,1.0,7.0
459,0.8,0.78947368,0.11111111,0.0,0.0,1.0,0.00016032,0.5,4.0
460,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
461,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
462,0.95588235,0.96147673,0.0,0.0,1.0,1.0,0.0,0.8125,130.0
463,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
464,1.0,0,0.6,0.5,0.0,0.0,0.00060048,1.0,0.33333333
465,0.53333333,0.52941176,0.33333333,0.16666667,0.0,1.0,0.00053462,0.4,1.0
466,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
467,1.0,1.0,0.5,0.0,0.0,1.0,0.00080096,1.0,0.5
468,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
469,0.94444444,0.94666667,0.0,0.0,1.0,1.0,0.0,0.75,34.0
470,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
471,0.60714286,0.90909091,0.22727273,0.25,0.125,0.75,0.00050161,0.14285714,1.7
472,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
473,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
474,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
475,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
476,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
477,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
478,0.66666667,0.69230769,0.16666667,0.16666667,0.0,1.0,0.00026731,0.4,2.5
479,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
480,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
481,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
482,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
483,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
484,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
485,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
486,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
487,1.0,1.0,0.04545455,0.0,1.0,1.0,0.00011461,1.0,10.5
488,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00013349,1.0,3.0
489,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
490,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
491,0.53333333,0.52941176,0.27272727,0.0,0.0,1.0,0.00040096,0.4,1.33333333
492,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
493,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
494,0.78571429,0.81308411,0.2,0.125,0.5,1.0,0.00055177,0.42857143,2.0
495,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
496,1.0,1.0,0.25,0.0,0.0,1.0,0.00040064,1.0,1.5
497,1.0,1.0,0.11363636,0.0,1.0,1.0,0.0006186,1.0,3.9
498,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
499,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
500,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
501,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
502,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
503,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
504,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
505,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
